[2025-02-12_16-37-01-585] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_16-37-01-585.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-41-57-806] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-41-57-806.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-02-820] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-42-02-820.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-07-833] Confidence: 0.90 | Text: set timer | Audio: audio_logs/speech_2025-02-12_16-42-07-833.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-12-846] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-42-12-846.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-17-859] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-42-17-859.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-22-873] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-42-22-873.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-27-887] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-42-27-887.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-32-922] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-42-32-922.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-37-935] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-42-37-935.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-42-948] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-42-42-948.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-47-961] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-42-47-961.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-52-975] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-42-52-975.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-42-57-988] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-42-57-988.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-03-002] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-03-002.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-08-015] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-08-015.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-13-029] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-13-029.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-18-042] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-18-042.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-23-077] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-23-077.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-28-091] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-28-091.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-33-104] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-33-104.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-38-118] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-38-118.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-43-131] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-43-131.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-48-144] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-48-144.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-53-158] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-53-158.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-43-58-171] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-43-58-171.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-03-185] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-03-185.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-08-198] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-08-198.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-13-233] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-13-233.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-18-247] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-18-247.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-23-261] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-23-261.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-28-274] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-28-274.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-33-288] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-33-288.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-38-301] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-38-301.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-43-314] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-43-314.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-48-328] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-48-328.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-53-342] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-53-342.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-44-58-355] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-44-58-355.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
