[2025-02-12_16-45-10-217] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_16-45-10-217.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-58-17-929] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-58-17-929.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(4.556879622429975), np.float64(44.628487730782446), np.float64(33.92343718920092), np.float64(21.482432505741308), np.float64(8.53510786423392), np.float64(101.6979801450245), np.float64(135.54908591164718), np.float64(27.558272002314606), np.float64(17.64886710909387)] | Type: Normal Sound Range
[2025-02-12_16-58-22-942] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-58-22-942.wav | Frequencies: [np.float64(0.506319958047775), np.float64(44.556156308204194), np.float64(4.918536735321243), np.float64(21.482432505741308), np.float64(17.721198531672123), np.float64(25.460660747545255), np.float64(10.198730583533752), np.float64(31.825825934431567), np.float64(56.41850961103778), np.float64(89.18464403898665)] | Type: Normal Sound Range
[2025-02-12_16-58-27-955] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-58-27-955.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(7.30547368040361), np.float64(44.556156308204194), np.float64(18.66150702518942), np.float64(28.86023760872317), np.float64(68.42552575902786), np.float64(91.49924956149076), np.float64(23.29071807019765), np.float64(37.106019782644076), np.float64(87.66568416484331)] | Type: Normal Sound Range
[2025-02-12_16-58-32-968] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-58-32-968.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(4.629211045008228), np.float64(21.482432505741308), np.float64(8.824433554546935), np.float64(17.721198531672123), np.float64(43.97750492757817), np.float64(25.74998643785827), np.float64(34.06810003435743), np.float64(12.58566752861612), np.float64(38.48031681163089)] | Type: Normal Sound Range
[2025-02-12_16-58-38-003] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-58-38-003.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(21.482432505741308), np.float64(4.484548199851721), np.float64(17.86586137682863), np.float64(43.97750492757817), np.float64(8.53510786423392), np.float64(28.932569031301426), np.float64(25.17133505723224), np.float64(87.66568416484331), np.float64(55.7675268078335)] | Type: Normal Sound Range
[2025-02-12_16-58-43-016] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-58-43-016.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(21.482432505741308), np.float64(5.424856693369017), np.float64(43.97750492757817), np.float64(9.620079202907723), np.float64(16.85322146073308), np.float64(87.01470136163904), np.float64(74.71835952333593), np.float64(26.61796350879731), np.float64(50.55966438219924)] | Type: Normal Sound Range
[2025-02-12_16-58-48-029] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-58-48-029.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(21.482432505741308), np.float64(6.148170919151553), np.float64(16.85322146073308), np.float64(43.97750492757817), np.float64(10.054067738377245), np.float64(25.96698070559303), np.float64(86.58071282616952), np.float64(49.98101300157321), np.float64(30.306866060288243)] | Type: Normal Sound Range
[2025-02-12_16-58-53-041] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-58-53-041.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(4.26755393211696), np.float64(18.66150702518942), np.float64(43.97750492757817), np.float64(7.956456483607892), np.float64(27.341277734579847), np.float64(55.91218965299), np.float64(23.073723802462887), np.float64(34.14043145693568), np.float64(14.39395309307246)] | Type: Normal Sound Range
[2025-02-12_16-58-58-055] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-58-58-055.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(4.701542467586481), np.float64(18.66150702518942), np.float64(9.692410625485977), np.float64(43.97750492757817), np.float64(29.22189472161444), np.float64(34.06810003435743), np.float64(13.453644599555163), np.float64(50.05334442415147), np.float64(22.784398112149873)] | Type: Normal Sound Range
[2025-02-12_16-59-03-068] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-03-068.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(4.846205312742988), np.float64(8.679770709390427), np.float64(17.64886710909387), np.float64(44.33916204046943), np.float64(26.039312128171282), np.float64(13.670638867289924), np.float64(21.554763928319563), np.float64(33.99576861177918), np.float64(57.35881810455508)] | Type: Normal Sound Range
[2025-02-12_16-59-08-081] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-08-081.wav | Frequencies: [np.float64(0.650982803204282), np.float64(6.654490877199327), np.float64(18.2275184897199), np.float64(44.556156308204194), np.float64(13.308981754398655), np.float64(29.800546102240467), np.float64(34.646751414983456), np.float64(22.56740384441511), np.float64(38.91430534710042), np.float64(50.12567584672972)] | Type: Normal Sound Range
[2025-02-12_16-59-13-094] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-13-094.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(4.773873890164735), np.float64(44.628487730782446), np.float64(21.482432505741308), np.float64(17.86586137682863), np.float64(8.390445019077413), np.float64(25.243666479810493), np.float64(12.441004683459612), np.float64(51.57230429829479), np.float64(74.35670241044467)] | Type: Normal Sound Range
[2025-02-12_16-59-18-108] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-18-108.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(21.482432505741308), np.float64(44.700819153360705), np.float64(6.148170919151553), np.float64(9.981736315798992), np.float64(26.18397497332779), np.float64(17.721198531672123), np.float64(53.814578398220654), np.float64(30.88551744091427), np.float64(87.15936420679554)] | Type: Normal Sound Range
[2025-02-12_16-59-23-142] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-23-142.wav | Frequencies: [np.float64(0.506319958047775), np.float64(4.701542467586481), np.float64(21.482432505741308), np.float64(44.700819153360705), np.float64(9.54774778032947), np.float64(16.346901502685306), np.float64(28.42624907325365), np.float64(87.08703278421729), np.float64(50.487332959620986), np.float64(74.35670241044467)] | Type: Normal Sound Range
[2025-02-12_16-59-28-155] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-28-155.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(3.978228241803946), np.float64(44.700819153360705), np.float64(21.410101083163056), np.float64(10.271062006112006), np.float64(16.346901502685306), np.float64(25.532992170123507), np.float64(33.99576861177918), np.float64(49.11303593063417), np.float64(74.35670241044467)] | Type: Normal Sound Range
[2025-02-12_16-59-33-168] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-33-168.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(18.589175602611167), np.float64(4.629211045008228), np.float64(44.700819153360705), np.float64(8.31811359649916), np.float64(24.15869514113669), np.float64(50.92132149509051), np.float64(74.28437098786641), np.float64(13.308981754398655), np.float64(222.92544438617747)] | Type: Normal Sound Range
[2025-02-12_16-59-38-181] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-38-181.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(4.990868157899496), np.float64(44.773150575938956), np.float64(18.589175602611167), np.float64(10.994376231894542), np.float64(22.205746731523842), np.float64(74.28437098786641), np.float64(49.474693043525434), np.float64(14.755610205963727), np.float64(27.124283466845085)] | Type: Normal Sound Range
[2025-02-12_16-59-43-195] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-43-195.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(44.700819153360705), np.float64(6.148170919151553), np.float64(18.66150702518942), np.float64(10.415724851268513), np.float64(49.98101300157321), np.float64(24.737346521762717), np.float64(14.683278783385473), np.float64(87.01470136163904), np.float64(58.66078371096364)] | Type: Normal Sound Range
[2025-02-12_16-59-48-208] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-48-208.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(4.556879622429975), np.float64(21.482432505741308), np.float64(44.773150575938956), np.float64(8.969096399703442), np.float64(16.99788430588959), np.float64(12.730330373772627), np.float64(27.702934847471113), np.float64(33.99576861177918), np.float64(89.47396972929965)] | Type: Normal Sound Range
[2025-02-12_16-59-53-221] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-53-221.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(7.450136525560117), np.float64(21.482432505741308), np.float64(44.700819153360705), np.float64(17.793529954250378), np.float64(30.08987179255348), np.float64(86.65304424874776), np.float64(13.381313176976908), np.float64(26.328637818484296), np.float64(57.28648668197682)] | Type: Normal Sound Range
[2025-02-12_16-59-58-234] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-59-58-234.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(6.799153722355835), np.float64(18.589175602611167), np.float64(44.700819153360705), np.float64(26.907289199110327), np.float64(11.500696189942316), np.float64(87.52102131968681), np.float64(48.89604166289941), np.float64(36.67203124717456), np.float64(22.92906095730638)] | Type: Normal Sound Range
[2025-02-12_17-00-03-247] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-03-247.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(6.943816567512342), np.float64(44.628487730782446), np.float64(21.410101083163056), np.float64(17.721198531672123), np.float64(25.894649283014775), np.float64(12.296341838303105), np.float64(50.70432722735575), np.float64(54.97188115947271), np.float64(31.391837398962046)] | Type: Normal Sound Range
[2025-02-12_17-00-08-260] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-08-260.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(4.773873890164735), np.float64(44.700819153360705), np.float64(18.444512757454657), np.float64(14.466284515650713), np.float64(10.56038769642502), np.float64(51.06598434024701), np.float64(24.882009366919224), np.float64(56.78016672392905), np.float64(87.08703278421729)] | Type: Normal Sound Range
[2025-02-12_17-00-13-295] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-13-295.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(4.556879622429975), np.float64(18.589175602611167), np.float64(44.700819153360705), np.float64(9.54774778032947), np.float64(23.941700873401928), np.float64(14.538615938228967), np.float64(87.08703278421729), np.float64(33.99576861177918), np.float64(57.64814379486809)] | Type: Normal Sound Range
[2025-02-12_17-00-18-308] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-18-308.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(21.482432505741308), np.float64(4.556879622429975), np.float64(44.700819153360705), np.float64(17.86586137682863), np.float64(9.186090667438203), np.float64(26.039312128171282), np.float64(87.08703278421729), np.float64(56.8524981465073), np.float64(13.236650331820401)] | Type: Normal Sound Range
[2025-02-12_17-00-23-320] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-23-320.wav | Frequencies: [np.float64(0.650982803204282), np.float64(18.733838447767674), np.float64(62.27735483987632), np.float64(4.701542467586481), np.float64(24.809677944340972), np.float64(44.773150575938956), np.float64(56.201515343303015), np.float64(8.607439286812173), np.float64(37.46767689553535), np.float64(74.21203956528815)] | Type: Normal Sound Range
[2025-02-12_17-00-28-334] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-28-334.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(18.733838447767674), np.float64(24.52035225402796), np.float64(62.27735483987632), np.float64(29.077231876457933), np.float64(58.154463752915866), np.float64(5.135531003056003), np.float64(44.700819153360705), np.float64(54.10390408853367), np.float64(49.18536735321242)] | Type: Normal Sound Range
[2025-02-12_17-00-33-348] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-33-348.wav | Frequencies: [np.float64(18.733838447767674), np.float64(0.14466284515650712), np.float64(25.894649283014775), np.float64(6.365165186886314), np.float64(62.27735483987632), np.float64(11.790021880255331), np.float64(43.97750492757817), np.float64(51.13831576282527), np.float64(38.91430534710042), np.float64(30.88551744091427)] | Type: Normal Sound Range
[2025-02-12_17-00-38-361] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-38-361.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(18.733838447767674), np.float64(6.871485144934089), np.float64(62.27735483987632), np.float64(25.60532359270176), np.float64(43.109527856639126), np.float64(52.58494421439034), np.float64(30.740854595757764), np.float64(12.224010415724852), np.float64(38.769642501943906)] | Type: Normal Sound Range
[2025-02-12_17-00-43-374] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-43-374.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(18.733838447767674), np.float64(26.690294931375565), np.float64(22.92906095730638), np.float64(4.990868157899496), np.float64(62.27735483987632), np.float64(53.886909820798905), np.float64(41.73523082765231), np.float64(57.57581237228984), np.float64(33.851105766622666)] | Type: Normal Sound Range
[2025-02-12_17-00-48-387] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-48-387.wav | Frequencies: [np.float64(0.506319958047775), np.float64(18.733838447767674), np.float64(7.30547368040361), np.float64(27.124283466845085), np.float64(62.27735483987632), np.float64(53.30825844017288), np.float64(43.54351639210864), np.float64(58.009800907759356), np.float64(22.784398112149873), np.float64(11.645359035098824)] | Type: Normal Sound Range
[2025-02-12_17-00-53-400] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-53-400.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(18.733838447767674), np.float64(26.545632086219058), np.float64(4.556879622429975), np.float64(62.34968626245457), np.float64(8.245782173920906), np.float64(43.109527856639126), np.float64(36.5996998245963), np.float64(31.825825934431567), np.float64(22.49507242183686)] | Type: Normal Sound Range
[2025-02-12_17-00-58-413] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-00-58-413.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.240158405815446), np.float64(6.220502341729806), np.float64(62.78367479792409), np.float64(25.677655015280013), np.float64(15.551255854324516), np.float64(10.054067738377245), np.float64(36.74436266975281), np.float64(29.583551834505705), np.float64(58.29912659807237)] | Type: Normal Sound Range
[2025-02-12_17-01-03-448] Confidence: 0.90 | Text: today's | Audio: audio_logs/speech_2025-02-12_17-01-03-448.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(19.3124898283937), np.float64(6.365165186886314), np.float64(62.856006220502344), np.float64(44.628487730782446), np.float64(23.869369450823676), np.float64(10.198730583533752), np.float64(14.466284515650713), np.float64(57.792806640024594), np.float64(39.05896819225693)] | Type: Normal Sound Range
[2025-02-12_17-01-08-461] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-01-08-461.wav | Frequencies: [np.float64(0.650982803204282), np.float64(19.3124898283937), np.float64(4.990868157899496), np.float64(62.856006220502344), np.float64(23.580043760510662), np.float64(44.628487730782446), np.float64(9.764742048064232), np.float64(56.201515343303015), np.float64(37.973996853583124), np.float64(13.670638867289924)] | Type: Normal Sound Range
[2025-02-12_17-01-13-474] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-01-13-474.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(19.3124898283937), np.float64(4.918536735321243), np.float64(62.856006220502344), np.float64(8.75210213196868), np.float64(44.628487730782446), np.float64(24.737346521762717), np.float64(36.52736840201805), np.float64(28.64324334098841), np.float64(13.236650331820401)] | Type: Normal Sound Range
[2025-02-12_17-01-18-487] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-01-18-487.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(19.384821250971953), np.float64(62.856006220502344), np.float64(7.233142257825357), np.float64(44.556156308204194), np.float64(24.15869514113669), np.float64(10.849713386738035), np.float64(15.551255854324516), np.float64(28.353917650675395), np.float64(56.201515343303015)] | Type: Normal Sound Range
[2025-02-12_17-01-23-501] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-01-23-501.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(19.3124898283937), np.float64(6.943816567512342), np.float64(26.18397497332779), np.float64(62.856006220502344), np.float64(34.71908283756171), np.float64(56.63550387877254), np.float64(43.54351639210864), np.float64(12.657998951194374), np.float64(48.172727437116876)] | Type: Normal Sound Range
[2025-02-12_17-01-28-514] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-01-28-514.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.384821250971953), np.float64(25.96698070559303), np.float64(6.726822299777582), np.float64(43.54351639210864), np.float64(31.753494511853315), np.float64(63.21766333339362), np.float64(36.4550369794398), np.float64(10.415724851268513), np.float64(58.950109401276656)] | Type: Normal Sound Range
[2025-02-12_17-01-33-527] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-01-33-527.wav | Frequencies: [np.float64(0.650982803204282), np.float64(19.384821250971953), np.float64(4.629211045008228), np.float64(43.54351639210864), np.float64(62.928337643080596), np.float64(33.41711723115315), np.float64(8.969096399703442), np.float64(24.15869514113669), np.float64(39.637619572882954), np.float64(48.96837308547766)] | Type: Normal Sound Range
[2025-02-12_17-01-38-540] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-01-38-540.wav | Frequencies: [np.float64(0.9403084935172963), np.float64(19.384821250971953), np.float64(4.846205312742988), np.float64(43.54351639210864), np.float64(62.928337643080596), np.float64(9.837073470642485), np.float64(37.901665431004865), np.float64(33.634111498887904), np.float64(30.01754036997523), np.float64(48.96837308547766)] | Type: Normal Sound Range
[2025-02-12_17-01-43-553] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-01-43-553.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.384821250971953), np.float64(5.063199580477749), np.float64(43.54351639210864), np.float64(27.63060342489286), np.float64(65.17061174300646), np.float64(10.271062006112006), np.float64(31.464168821540298), np.float64(48.96837308547766), np.float64(79.70922768123543)] | Type: Normal Sound Range
[2025-02-12_17-01-48-566] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-01-48-566.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(19.384821250971953), np.float64(43.54351639210864), np.float64(7.377805102981863), np.float64(62.928337643080596), np.float64(33.634111498887904), np.float64(23.29071807019765), np.float64(37.32301405037884), np.float64(85.42341006491746), np.float64(79.05824487803115)] | Type: Normal Sound Range
[2025-02-12_17-01-53-601] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-01-53-601.wav | Frequencies: [np.float64(0.8679770709390427), np.float64(19.384821250971953), np.float64(43.54351639210864), np.float64(5.931176651416792), np.float64(23.073723802462887), np.float64(64.30263467206741), np.float64(56.41850961103778), np.float64(9.909404893220739), np.float64(33.851105766622666), np.float64(87.08703278421729)] | Type: Normal Sound Range
[2025-02-12_17-01-58-614] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-01-58-614.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(19.384821250971953), np.float64(4.556879622429975), np.float64(43.54351639210864), np.float64(62.34968626245457), np.float64(34.86374568271822), np.float64(10.198730583533752), np.float64(23.507712337932407), np.float64(84.41077014882191), np.float64(66.90656588488454)] | Type: Normal Sound Range
[2025-02-12_17-02-03-627] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-03-627.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.384821250971953), np.float64(43.54351639210864), np.float64(4.556879622429975), np.float64(62.42201768503283), np.float64(38.6249796567874), np.float64(33.56178007630965), np.float64(24.448020831449703), np.float64(66.90656588488454), np.float64(55.26120684978572)] | Type: Normal Sound Range
[2025-02-12_17-02-08-640] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-08-640.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(19.45715267355021), np.float64(4.773873890164735), np.float64(43.54351639210864), np.float64(38.841973924522165), np.float64(62.928337643080596), np.float64(24.37568940887145), np.float64(33.99576861177918), np.float64(66.90656588488454), np.float64(9.620079202907723)] | Type: Normal Sound Range
[2025-02-12_17-02-13-653] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-13-653.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(19.45715267355021), np.float64(4.701542467586481), np.float64(43.54351639210864), np.float64(9.764742048064232), np.float64(26.83495777653207), np.float64(56.41850961103778), np.float64(33.778774344044415), np.float64(38.841973924522165), np.float64(84.62776441655667)] | Type: Normal Sound Range
[2025-02-12_17-02-18-667] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-18-667.wav | Frequencies: [np.float64(1.0849713386738034), np.float64(19.45715267355021), np.float64(43.54351639210864), np.float64(7.233142257825357), np.float64(62.928337643080596), np.float64(33.851105766622666), np.float64(56.490841033616036), np.float64(67.26822299777581), np.float64(25.315997902388748), np.float64(81.44518182311351)] | Type: Normal Sound Range
[2025-02-12_17-02-23-680] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-23-680.wav | Frequencies: [np.float64(1.5189598741433248), np.float64(19.45715267355021), np.float64(7.30547368040361), np.float64(43.54351639210864), np.float64(61.91569772698505), np.float64(35.5147284859225), np.float64(14.03229598018119), np.float64(30.81318601833602), np.float64(39.42062530514819), np.float64(24.448020831449703)] | Type: Normal Sound Range
[2025-02-12_17-02-28-693] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-28-693.wav | Frequencies: [np.float64(0.650982803204282), np.float64(19.45715267355021), np.float64(7.233142257825357), np.float64(44.411493463047684), np.float64(63.000669065658855), np.float64(32.33214589247934), np.float64(37.46767689553535), np.float64(83.0364731198351), np.float64(24.882009366919224), np.float64(53.091264172438116)] | Type: Normal Sound Range
[2025-02-12_17-02-33-706] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-33-706.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.45715267355021), np.float64(6.509828032042821), np.float64(43.54351639210864), np.float64(63.723983291441385), np.float64(33.778774344044415), np.float64(10.777381964159781), np.float64(67.62988011066709), np.float64(56.346178188459525), np.float64(48.96837308547766)] | Type: Normal Sound Range
[2025-02-12_17-02-38-719] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-38-719.wav | Frequencies: [np.float64(2.3869369450823674), np.float64(43.54351639210864), np.float64(19.45715267355021), np.float64(6.148170919151553), np.float64(63.651651868863134), np.float64(33.851105766622666), np.float64(39.565288150304696), np.float64(10.271062006112006), np.float64(55.7675268078335), np.float64(87.08703278421729)] | Type: Normal Sound Range
[2025-02-12_17-02-43-754] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-43-754.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.45715267355021), np.float64(43.54351639210864), np.float64(4.412216777273468), np.float64(62.78367479792409), np.float64(67.1235601526193), np.float64(33.70644292146616), np.float64(56.346178188459525), np.float64(87.01470136163904), np.float64(37.901665431004865)] | Type: Normal Sound Range
[2025-02-12_17-02-48-767] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-48-767.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.45715267355021), np.float64(43.54351639210864), np.float64(4.846205312742988), np.float64(10.632719119003273), np.float64(63.000669065658855), np.float64(33.92343718920092), np.float64(81.44518182311351), np.float64(53.45292128532938), np.float64(25.460660747545255)] | Type: Normal Sound Range
[2025-02-12_17-02-53-780] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-53-780.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(19.45715267355021), np.float64(43.54351639210864), np.float64(5.641850961103778), np.float64(33.778774344044415), np.float64(62.34968626245457), np.float64(38.91430534710042), np.float64(56.41850961103778), np.float64(49.04070450805592), np.float64(9.837073470642485)] | Type: Normal Sound Range
[2025-02-12_17-02-58-794] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-02-58-794.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.45715267355021), np.float64(43.54351639210864), np.float64(7.016147990090595), np.float64(33.99576861177918), np.float64(62.13269199471981), np.float64(24.52035225402796), np.float64(30.379197482866495), np.float64(51.13831576282527), np.float64(85.27874721976094)] | Type: Normal Sound Range
[2025-02-12_17-03-03-807] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-03-03-807.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(19.45715267355021), np.float64(43.54351639210864), np.float64(4.629211045008228), np.float64(65.31527458816296), np.float64(11.211370499629302), np.float64(33.05546011826188), np.float64(39.709950995461206), np.float64(51.8616299886078), np.float64(26.545632086219058)] | Type: Normal Sound Range
[2025-02-12_17-03-08-820] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-03-08-820.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(6.943816567512342), np.float64(19.45715267355021), np.float64(24.95434078949748), np.float64(43.54351639210864), np.float64(34.06810003435743), np.float64(29.872877524818723), np.float64(66.03858881394551), np.float64(11.428364767364062), np.float64(52.29561852407733)] | Type: Normal Sound Range
[2025-02-12_17-03-13-833] Confidence: 0.90 | Text: OK Google OK Google OK Google | Audio: audio_logs/speech_2025-02-12_17-03-13-833.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(6.943816567512342), np.float64(19.45715267355021), np.float64(11.283701922207555), np.float64(43.54351639210864), np.float64(63.000669065658855), np.float64(56.56317245619429), np.float64(24.15869514113669), np.float64(34.06810003435743), np.float64(28.281586228097144)] | Type: Normal Sound Range
[2025-02-12_17-03-18-847] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-03-18-847.wav | Frequencies: [np.float64(0.506319958047775), np.float64(10.994376231894542), np.float64(4.556879622429975), np.float64(19.45715267355021), np.float64(43.54351639210864), np.float64(62.205023417298065), np.float64(33.12779154084013), np.float64(27.702934847471113), np.float64(68.93184571707565), np.float64(38.841973924522165)] | Type: Normal Sound Range
